         20846309 function calls (20599850 primitive calls) in 34.277 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:6(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:601(BufferingFormatter)
        2    0.000    0.000    0.001    0.000 __init__.py:602(_get_config_or_cache_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:609(maxdict)
        1    0.000    0.000    0.000    0.000 __init__.py:615(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:625(get_configdir)
        1    0.000    0.000    0.000    0.000 __init__.py:629(Stack)
        5    0.000    0.000    0.000    0.000 __init__.py:63(process_projection_requirements)
        2    0.000    0.000    0.000    0.000 __init__.py:636(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:643(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:645(get_cachedir)
        1    0.000    0.000    0.000    0.000 __init__.py:656(_get_data_path)
       20    0.000    0.000    0.000    0.000 __init__.py:664(push)
        2    0.000    0.000    0.000    0.000 __init__.py:666(get_candidate_paths)
        1    0.000    0.000    0.000    0.000 __init__.py:677(focus_set)
        1    0.000    0.000    0.000    0.000 __init__.py:680(Filterer)
       22    0.000    0.000    0.000    0.000 __init__.py:685(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:687(get_data_path)
       14    0.000    0.000    0.000    0.000 __init__.py:689(clear)
        5    0.000    0.000    0.000    0.000 __init__.py:694(bubble)
        3    0.000    0.000    0.030    0.010 __init__.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:70(_StrongRef)
        1    0.000    0.000    0.001    0.001 __init__.py:703(matplotlib_fname)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        3    0.000    0.000    0.001    0.000 __init__.py:734(gen_candidates)
       11    0.000    0.000    0.000    0.000 __init__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:752(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:762(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
      592    0.005    0.000    0.044    0.000 __init__.py:78(open_resource)
        1    0.000    0.000    0.000    0.000 __init__.py:783(RcParams)
        1    0.000    0.000    0.000    0.000 __init__.py:792(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:800(createLock)
       30    0.000    0.000    0.013    0.000 __init__.py:826(__init__)
     1796    0.004    0.000    0.031    0.000 __init__.py:829(__setitem__)
       22    0.000    0.000    0.000    0.000 __init__.py:84(__hash__)
        1    0.000    0.000    0.009    0.009 __init__.py:86(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:867(Grouper)
     5849    0.007    0.000    0.007    0.000 __init__.py:870(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:88(CallbackRegistry)
        2    0.000    0.000    0.003    0.002 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:9(ExtType)
        5    0.000    0.000    0.000    0.000 __init__.py:903(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:904(<dictcomp>)
      302    0.000    0.000    0.000    0.000 __init__.py:907(__iter__)
      170    0.000    0.000    0.000    0.000 __init__.py:909(clean)
      170    0.000    0.000    0.000    0.000 __init__.py:912(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:932(copy)
        1    0.000    0.000    0.000    0.000 __init__.py:933(<dictcomp>)
        1    0.000    0.000    0.011    0.011 __init__.py:936(rc_params)
        1    0.000    0.000    0.000    0.000 __init__.py:951(StreamHandler)
       27    0.000    0.000    0.000    0.000 __init__.py:956(is_url)
      160    0.001    0.000    0.001    0.000 __init__.py:958(get_siblings)
        1    0.000    0.000    0.000    0.000 __init__.py:96(EmptyDataError)
       37    0.000    0.000    0.000    0.000 __init__.py:96(_cnfmerge)
        1    0.000    0.000    0.000    0.000 __init__.py:96(get_projection_names)
       54    0.001    0.000    0.003    0.000 __init__.py:961(_open_file_or_url)
      160    0.000    0.000    0.000    0.000 __init__.py:962(<listcomp>)
        1    0.000    0.000    0.005    0.005 __init__.py:97(<module>)
       27    0.006    0.000    0.032    0.001 __init__.py:978(_rc_params_in_file)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.005    0.005 _add_newdocs.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6783(numeric_type_aliases)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6784(type_aliases_gen)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6819(add_newdoc_for_scalar_type)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6824(<genexpr>)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6825(<genexpr>)
        1    0.000    0.000    0.052    0.052 _axes.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _axes.py:119(Axes)
       35    0.001    0.000    0.116    0.003 _axes.py:1376(plot)
        5    0.000    0.000    0.000    0.000 _axes.py:242(set_xlabel)
        5    0.000    0.000    0.128    0.026 _axes.py:3315(boxplot)
       30    0.000    0.000    0.001    0.000 _axes.py:3521(_update_dict)
        5    0.001    0.000    0.122    0.024 _axes.py:3618(bxp)
       35    0.000    0.000    0.118    0.003 _axes.py:3883(doplot)
        1    0.000    0.000    0.034    0.034 _backend_tk.py:1(<module>)
        1    0.000    0.000    0.149    0.149 _backend_tk.py:1002(new_figure_manager_given_figure)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:138(FigureCanvasTk)
        1    0.000    0.000    0.003    0.003 _backend_tk.py:203(__init__)
       14    0.000    0.000    0.000    0.000 _backend_tk.py:26(_restore_foreground_window_at_end)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:494(FigureManagerTk)
        1    0.000    0.000    0.028    0.028 _backend_tk.py:508(__init__)
        1    0.000    0.000    0.028    0.028 _backend_tk.py:531(_get_toolbar)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:540(_get_toolmanager)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:586(set_window_title)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:594(NavigationToolbar2Tk)
        1    0.000    0.000    0.028    0.028 _backend_tk.py:604(__init__)
        7    0.000    0.000    0.026    0.004 _backend_tk.py:637(_Button)
        2    0.000    0.000    0.000    0.000 _backend_tk.py:647(_Spacer)
        1    0.000    0.000    0.028    0.028 _backend_tk.py:654(_init_toolbar)
        6    0.000    0.000    0.000    0.000 _backend_tk.py:733(update)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:739(ToolTip)
        7    0.000    0.000    0.001    0.000 _backend_tk.py:744(createToolTip)
        7    0.000    0.000    0.000    0.000 _backend_tk.py:754(__init__)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:789(RubberbandTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:808(SetCursorTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:813(ToolbarTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:890(StatusbarTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:907(SaveFigureTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:94(TimerTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:953(ConfigureSubplotsTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:981(HelpTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:997(_BackendTk)
        1    0.000    0.000    0.011    0.011 _base.py:1(<module>)
        5    0.000    0.000    0.001    0.000 _base.py:1138(_set_title_offset_trans)
        1    0.000    0.000    0.000    0.000 _base.py:131(_process_plot_var_args)
       10    0.000    0.000    0.000    0.000 _base.py:143(__init__)
       10    0.000    0.000    0.000    0.000 _base.py:156(set_prop_cycle)
       35    0.000    0.000    0.000    0.000 _base.py:167(__call__)
       35    0.001    0.000    0.028    0.001 _base.py:1884(add_line)
       35    0.001    0.000    0.014    0.000 _base.py:1913(_update_line_limits)
       35    0.000    0.000    0.003    0.000 _base.py:202(_xy_from_xy)
       90    0.000    0.000    0.006    0.000 _base.py:2107(_process_unit_info)
      180    0.000    0.000    0.006    0.000 _base.py:2110(_process_single_axis)
       35    0.000    0.000    0.000    0.000 _base.py:2195(use_sticky_edges)
       35    0.001    0.000    0.066    0.002 _base.py:2401(autoscale_view)
       35    0.000    0.000    0.000    0.000 _base.py:242(_getdefaults)
       35    0.000    0.000    0.000    0.000 _base.py:2426(<listcomp>)
       35    0.000    0.000    0.000    0.000 _base.py:2427(<listcomp>)
       35    0.000    0.000    0.000    0.000 _base.py:2428(<listcomp>)
       70    0.005    0.000    0.064    0.001 _base.py:2436(handle_single_axis)
       70    0.000    0.000    0.000    0.000 _base.py:2443(<listcomp>)
       70    0.001    0.000    0.002    0.000 _base.py:2445(<listcomp>)
       70    0.000    0.000    0.001    0.000 _base.py:2449(<listcomp>)
       70    0.000    0.000    0.001    0.000 _base.py:2452(<listcomp>)
        5    0.000    0.000    0.000    0.000 _base.py:2507(_get_axis_list)
       70    0.000    0.000    0.000    0.000 _base.py:261(<genexpr>)
        5    0.000    0.000    0.000    0.000 _base.py:2690(set_axisbelow)
       35    0.000    0.000    0.000    0.000 _base.py:272(_setdefaults)
       10    0.000    0.000    0.045    0.004 _base.py:2725(grid)
       35    0.000    0.000    0.015    0.000 _base.py:284(_makeline)
       10    0.000    0.000    0.007    0.001 _base.py:2899(tick_params)
        5    0.000    0.000    0.000    0.000 _base.py:3007(set_axis_on)
       35    0.000    0.000    0.000    0.000 _base.py:3030(xaxis_inverted)
       35    0.000    0.000    0.000    0.000 _base.py:3045(get_xbound)
       35    0.000    0.000    0.009    0.000 _base.py:3061(set_xbound)
      115    0.001    0.000    0.001    0.000 _base.py:3101(get_xlim)
      180    0.002    0.000    0.005    0.000 _base.py:3124(_validate_converted_limits)
       45    0.001    0.000    0.011    0.000 _base.py:3142(set_xlim)
       80    0.000    0.000    0.000    0.000 _base.py:3276(get_xscale)
        5    0.000    0.000    0.000    0.000 _base.py:3324(set_xticks)
       35    0.001    0.000    0.020    0.001 _base.py:339(_plot_args)
        5    0.000    0.000    0.001    0.000 _base.py:3390(set_xticklabels)
       35    0.000    0.000    0.000    0.000 _base.py:3438(yaxis_inverted)
       35    0.000    0.000    0.000    0.000 _base.py:3453(get_ybound)
       35    0.000    0.000    0.008    0.000 _base.py:3469(set_ybound)
      115    0.001    0.000    0.001    0.000 _base.py:3509(get_ylim)
      105    0.000    0.000    0.000    0.000 _base.py:352(<genexpr>)
       45    0.001    0.000    0.009    0.000 _base.py:3532(set_ylim)
       80    0.000    0.000    0.000    0.000 _base.py:3666(get_yscale)
       70    0.000    0.000    0.020    0.000 _base.py:387(_grab_next_args)
        5    0.000    0.000    0.000    0.000 _base.py:3918(set_navigate)
        5    0.000    0.000    0.000    0.000 _base.py:3934(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 _base.py:396(_AxesBase)
        5    0.001    0.000    0.136    0.027 _base.py:417(__init__)
       35    0.000    0.000    0.001    0.000 _base.py:4251(get_children)
        5    0.000    0.000    0.017    0.003 _base.py:588(_init_axis)
        5    0.000    0.000    0.001    0.000 _base.py:598(set_figure)
        5    0.000    0.000    0.001    0.000 _base.py:618(_set_lim_and_transforms)
   145/75    0.000    0.000    0.001    0.000 _base.py:657(get_xaxis_transform)
       15    0.000    0.000    0.001    0.000 _base.py:682(get_xaxis_text1_transform)
       15    0.000    0.000    0.001    0.000 _base.py:710(get_xaxis_text2_transform)
   145/75    0.000    0.000    0.001    0.000 _base.py:737(get_yaxis_transform)
       15    0.000    0.000    0.001    0.000 _base.py:762(get_yaxis_text1_transform)
       15    0.000    0.000    0.001    0.000 _base.py:789(get_yaxis_text2_transform)
       10    0.000    0.000    0.001    0.000 _base.py:817(_update_transScale)
        5    0.000    0.000    0.000    0.000 _base.py:903(set_axes_locator)
       50    0.000    0.000    0.002    0.000 _base.py:920(_set_artist_props)
        5    0.000    0.000    0.001    0.000 _base.py:930(_gen_axes_patch)
        5    0.000    0.000    0.007    0.001 _base.py:946(_gen_axes_spines)
       25    0.000    0.000    0.007    0.000 _base.py:960(<genexpr>)
        5    0.001    0.000    0.102    0.020 _base.py:963(cla)
       28    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 _cm.py:57(cubehelix)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        3    0.000    0.000    0.000    0.000 _cm.py:96(get_color_function)
        1    0.001    0.001    0.001    0.001 _cm_listed.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
       14    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
       33    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
       26    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
      154    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
      614    0.001    0.000    0.005    0.000 _collections_abc.py:657(get)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
       54    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
       31    0.001    0.000    0.013    0.000 _collections_abc.py:824(update)
        1    0.000    0.000    0.001    0.001 _color_data.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _color_data.py:31(<genexpr>)
        1    0.000    0.000    0.000    0.000 _color_data.py:992(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        5    0.000    0.000    0.000    0.000 _compat.py:9(_mpl_version)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
